elevation,pps
221,POINT (40.255694444444444 48.092083333333335)
220,POINT (40.255694444444444 48.09236111111111)
220,POINT (40.255694444444444 48.092638888888892)
213,POINT (40.255694444444444 48.092916666666667)
216,POINT (40.255694444444444 48.09319444444445)
215,POINT (40.255694444444444 48.093472222222225)
216,POINT (40.255694444444444 48.09375)
217,POINT (40.255694444444444 48.094027777777782)
220,POINT (40.255694444444444 48.094305555555557)
218,POINT (40.255694444444444 48.094583333333333)
216,POINT (40.255972222222226 48.082083333333337)
213,POINT (40.255972222222226 48.082361111111112)
214,POINT (40.255972222222226 48.082638888888894)
214,POINT (40.255972222222226 48.082916666666669)
215,POINT (40.255972222222226 48.083194444444445)
216,POINT (40.255972222222226 48.083472222222227)
219,POINT (40.255972222222226 48.08375)
221,POINT (40.255972222222226 48.084027777777777)
221,POINT (40.255972222222226 48.084305555555559)
222,POINT (40.255972222222226 48.084583333333335)
225,POINT (40.255972222222226 48.084861111111117)
225,POINT (40.255972222222226 48.085138888888892)
227,POINT (40.255972222222226 48.085416666666667)
228,POINT (40.255972222222226 48.085694444444449)
228,POINT (40.255972222222226 48.085972222222225)
230,POINT (40.255972222222226 48.08625)
233,POINT (40.255972222222226 48.086527777777782)
231,POINT (40.255972222222226 48.086805555555557)
231,POINT (40.255972222222226 48.087083333333332)
230,POINT (40.255972222222226 48.087361111111115)
231,POINT (40.255972222222226 48.08763888888889)
231,POINT (40.255972222222226 48.087916666666672)
230,POINT (40.255972222222226 48.088194444444447)
229,POINT (40.255972222222226 48.088472222222222)
228,POINT (40.255972222222226 48.088750000000005)
226,POINT (40.255972222222226 48.08902777777778)
230,POINT (40.255972222222226 48.089305555555555)
227,POINT (40.255972222222226 48.089583333333337)
226,POINT (40.255972222222226 48.089861111111112)
225,POINT (40.255972222222226 48.090138888888895)
224,POINT (40.255972222222226 48.09041666666667)
224,POINT (40.255972222222226 48.090694444444445)
221,POINT (40.255972222222226 48.090972222222227)
221,POINT (40.255972222222226 48.09125)
220,POINT (40.255972222222226 48.091527777777777)
222,POINT (40.255972222222226 48.09180555555556)
221,POINT (40.255972222222226 48.092083333333335)
221,POINT (40.255972222222226 48.09236111111111)
216,POINT (40.255972222222226 48.092638888888892)
215,POINT (40.255972222222226 48.092916666666667)
215,POINT (40.255972222222226 48.09319444444445)
214,POINT (40.255972222222226 48.093472222222225)
218,POINT (40.255972222222226 48.09375)
219,POINT (40.255972222222226 48.094027777777782)
219,POINT (40.255972222222226 48.094305555555557)
219,POINT (40.255972222222226 48.094583333333333)
216,POINT (40.25625 48.082083333333337)
214,POINT (40.25625 48.082361111111112)
214,POINT (40.25625 48.082638888888894)
214,POINT (40.25625 48.082916666666669)
215,POINT (40.25625 48.083194444444445)
215,POINT (40.25625 48.083472222222227)
217,POINT (40.25625 48.08375)
219,POINT (40.25625 48.084027777777777)
221,POINT (40.25625 48.084305555555559)
224,POINT (40.25625 48.084583333333335)
225,POINT (40.25625 48.084861111111117)
226,POINT (40.25625 48.085138888888892)
227,POINT (40.25625 48.085416666666667)
227,POINT (40.25625 48.085694444444449)
229,POINT (40.25625 48.085972222222225)
232,POINT (40.25625 48.08625)
233,POINT (40.25625 48.086527777777782)
231,POINT (40.25625 48.086805555555557)
230,POINT (40.25625 48.087083333333332)
230,POINT (40.25625 48.087361111111115)
230,POINT (40.25625 48.08763888888889)
230,POINT (40.25625 48.087916666666672)
230,POINT (40.25625 48.088194444444447)
227,POINT (40.25625 48.088472222222222)
227,POINT (40.25625 48.088750000000005)
225,POINT (40.25625 48.08902777777778)
228,POINT (40.25625 48.089305555555555)
226,POINT (40.25625 48.089583333333337)
226,POINT (40.25625 48.089861111111112)
226,POINT (40.25625 48.090138888888895)
226,POINT (40.25625 48.09041666666667)
223,POINT (40.25625 48.090694444444445)
221,POINT (40.25625 48.090972222222227)
221,POINT (40.25625 48.09125)
221,POINT (40.25625 48.091527777777777)
221,POINT (40.25625 48.09180555555556)
222,POINT (40.25625 48.092083333333335)
223,POINT (40.25625 48.09236111111111)
220,POINT (40.25625 48.092638888888892)
219,POINT (40.25625 48.092916666666667)
217,POINT (40.25625 48.09319444444445)
218,POINT (40.25625 48.093472222222225)
219,POINT (40.25625 48.09375)
220,POINT (40.25625 48.094027777777782)
221,POINT (40.25625 48.094305555555557)
220,POINT (40.25625 48.094583333333333)
216,POINT (40.256527777777777 48.082083333333337)
214,POINT (40.256527777777777 48.082361111111112)
214,POINT (40.256527777777777 48.082638888888894)
214,POINT (40.256527777777777 48.082916666666669)
216,POINT (40.256527777777777 48.083194444444445)
216,POINT (40.256527777777777 48.083472222222227)
216,POINT (40.256527777777777 48.08375)
219,POINT (40.256527777777777 48.084027777777777)
223,POINT (40.256527777777777 48.084305555555559)
224,POINT (40.256527777777777 48.084583333333335)
225,POINT (40.256527777777777 48.084861111111117)
227,POINT (40.256527777777777 48.085138888888892)
226,POINT (40.256527777777777 48.085416666666667)
226,POINT (40.256527777777777 48.085694444444449)
230,POINT (40.256527777777777 48.085972222222225)
231,POINT (40.256527777777777 48.08625)
232,POINT (40.256527777777777 48.086527777777782)
231,POINT (40.256527777777777 48.086805555555557)
231,POINT (40.256527777777777 48.087083333333332)
230,POINT (40.256527777777777 48.087361111111115)
226,POINT (40.256527777777777 48.08763888888889)
228,POINT (40.256527777777777 48.087916666666672)
229,POINT (40.256527777777777 48.088194444444447)
228,POINT (40.256527777777777 48.088472222222222)
226,POINT (40.256527777777777 48.088750000000005)
226,POINT (40.256527777777777 48.08902777777778)
226,POINT (40.256527777777777 48.089305555555555)
226,POINT (40.256527777777777 48.089583333333337)
226,POINT (40.256527777777777 48.089861111111112)
227,POINT (40.256527777777777 48.090138888888895)
227,POINT (40.256527777777777 48.09041666666667)
225,POINT (40.256527777777777 48.090694444444445)
222,POINT (40.256527777777777 48.090972222222227)
220,POINT (40.256527777777777 48.09125)
221,POINT (40.256527777777777 48.091527777777777)
224,POINT (40.256527777777777 48.09180555555556)
224,POINT (40.256527777777777 48.092083333333335)
223,POINT (40.256527777777777 48.09236111111111)
220,POINT (40.256527777777777 48.092638888888892)
222,POINT (40.256527777777777 48.092916666666667)
220,POINT (40.256527777777777 48.09319444444445)
222,POINT (40.256527777777777 48.093472222222225)
221,POINT (40.256527777777777 48.09375)
221,POINT (40.256527777777777 48.094027777777782)
221,POINT (40.256527777777777 48.094305555555557)
220,POINT (40.256527777777777 48.094583333333333)
216,POINT (40.256805555555559 48.082083333333337)
214,POINT (40.256805555555559 48.082361111111112)
215,POINT (40.256805555555559 48.082638888888894)
214,POINT (40.256805555555559 48.082916666666669)
213,POINT (40.256805555555559 48.083194444444445)
219,POINT (40.256805555555559 48.083472222222227)
216,POINT (40.256805555555559 48.08375)
219,POINT (40.256805555555559 48.084027777777777)
222,POINT (40.256805555555559 48.084305555555559)
223,POINT (40.256805555555559 48.084583333333335)
226,POINT (40.256805555555559 48.084861111111117)
227,POINT (40.256805555555559 48.085138888888892)
227,POINT (40.256805555555559 48.085416666666667)
226,POINT (40.256805555555559 48.085694444444449)
229,POINT (40.256805555555559 48.085972222222225)
230,POINT (40.256805555555559 48.08625)
230,POINT (40.256805555555559 48.086527777777782)
231,POINT (40.256805555555559 48.086805555555557)
230,POINT (40.256805555555559 48.087083333333332)
229,POINT (40.256805555555559 48.087361111111115)
230,POINT (40.256805555555559 48.08763888888889)
231,POINT (40.256805555555559 48.087916666666672)
229,POINT (40.256805555555559 48.088194444444447)
229,POINT (40.256805555555559 48.088472222222222)
228,POINT (40.256805555555559 48.088750000000005)
229,POINT (40.256805555555559 48.08902777777778)
227,POINT (40.256805555555559 48.089305555555555)
227,POINT (40.256805555555559 48.089583333333337)
227,POINT (40.256805555555559 48.089861111111112)
227,POINT (40.256805555555559 48.090138888888895)
226,POINT (40.256805555555559 48.09041666666667)
225,POINT (40.256805555555559 48.090694444444445)
223,POINT (40.256805555555559 48.090972222222227)
220,POINT (40.256805555555559 48.09125)
221,POINT (40.256805555555559 48.091527777777777)
223,POINT (40.256805555555559 48.09180555555556)
225,POINT (40.256805555555559 48.092083333333335)
224,POINT (40.256805555555559 48.09236111111111)
221,POINT (40.256805555555559 48.092638888888892)
222,POINT (40.256805555555559 48.092916666666667)
220,POINT (40.256805555555559 48.09319444444445)
220,POINT (40.256805555555559 48.093472222222225)
221,POINT (40.256805555555559 48.09375)
220,POINT (40.256805555555559 48.094027777777782)
219,POINT (40.256805555555559 48.094305555555557)
220,POINT (40.256805555555559 48.094583333333333)
215,POINT (40.257083333333334 48.082083333333337)
214,POINT (40.257083333333334 48.082361111111112)
216,POINT (40.257083333333334 48.082638888888894)
216,POINT (40.257083333333334 48.082916666666669)
212,POINT (40.257083333333334 48.083194444444445)
215,POINT (40.257083333333334 48.083472222222227)
217,POINT (40.257083333333334 48.08375)
220,POINT (40.257083333333334 48.084027777777777)
222,POINT (40.257083333333334 48.084305555555559)
223,POINT (40.257083333333334 48.084583333333335)
225,POINT (40.257083333333334 48.084861111111117)
226,POINT (40.257083333333334 48.085138888888892)
226,POINT (40.257083333333334 48.085416666666667)
227,POINT (40.257083333333334 48.085694444444449)
231,POINT (40.257083333333334 48.085972222222225)
232,POINT (40.257083333333334 48.08625)
231,POINT (40.257083333333334 48.086527777777782)
230,POINT (40.257083333333334 48.086805555555557)
230,POINT (40.257083333333334 48.087083333333332)
230,POINT (40.257083333333334 48.087361111111115)
230,POINT (40.257083333333334 48.08763888888889)
232,POINT (40.257083333333334 48.087916666666672)
232,POINT (40.257083333333334 48.088194444444447)
230,POINT (40.257083333333334 48.088472222222222)
229,POINT (40.257083333333334 48.088750000000005)
228,POINT (40.257083333333334 48.08902777777778)
231,POINT (40.257083333333334 48.089305555555555)
229,POINT (40.257083333333334 48.089583333333337)
229,POINT (40.257083333333334 48.089861111111112)
226,POINT (40.257083333333334 48.090138888888895)
224,POINT (40.257083333333334 48.09041666666667)
225,POINT (40.257083333333334 48.090694444444445)
223,POINT (40.257083333333334 48.090972222222227)
222,POINT (40.257083333333334 48.09125)
222,POINT (40.257083333333334 48.091527777777777)
222,POINT (40.257083333333334 48.09180555555556)
224,POINT (40.257083333333334 48.092083333333335)
223,POINT (40.257083333333334 48.09236111111111)
222,POINT (40.257083333333334 48.092638888888892)
222,POINT (40.257083333333334 48.092916666666667)
222,POINT (40.257083333333334 48.09319444444445)
220,POINT (40.257083333333334 48.093472222222225)
219,POINT (40.257083333333334 48.09375)
218,POINT (40.257083333333334 48.094027777777782)
219,POINT (40.257083333333334 48.094305555555557)
220,POINT (40.257083333333334 48.094583333333333)
215,POINT (40.257361111111116 48.082083333333337)
215,POINT (40.257361111111116 48.082361111111112)
217,POINT (40.257361111111116 48.082638888888894)
215,POINT (40.257361111111116 48.082916666666669)
216,POINT (40.257361111111116 48.083194444444445)
216,POINT (40.257361111111116 48.083472222222227)
218,POINT (40.257361111111116 48.08375)
220,POINT (40.257361111111116 48.084027777777777)
221,POINT (40.257361111111116 48.084305555555559)
222,POINT (40.257361111111116 48.084583333333335)
225,POINT (40.257361111111116 48.084861111111117)
227,POINT (40.257361111111116 48.085138888888892)
228,POINT (40.257361111111116 48.085416666666667)
228,POINT (40.257361111111116 48.085694444444449)
232,POINT (40.257361111111116 48.085972222222225)
233,POINT (40.257361111111116 48.08625)
231,POINT (40.257361111111116 48.086527777777782)
231,POINT (40.257361111111116 48.086805555555557)
231,POINT (40.257361111111116 48.087083333333332)
231,POINT (40.257361111111116 48.087361111111115)
232,POINT (40.257361111111116 48.08763888888889)
231,POINT (40.257361111111116 48.087916666666672)
229,POINT (40.257361111111116 48.088194444444447)
229,POINT (40.257361111111116 48.088472222222222)
229,POINT (40.257361111111116 48.088750000000005)
228,POINT (40.257361111111116 48.08902777777778)
229,POINT (40.257361111111116 48.089305555555555)
229,POINT (40.257361111111116 48.089583333333337)
228,POINT (40.257361111111116 48.089861111111112)
226,POINT (40.257361111111116 48.090138888888895)
224,POINT (40.257361111111116 48.09041666666667)
225,POINT (40.257361111111116 48.090694444444445)
224,POINT (40.257361111111116 48.090972222222227)
222,POINT (40.257361111111116 48.09125)
223,POINT (40.257361111111116 48.091527777777777)
222,POINT (40.257361111111116 48.09180555555556)
224,POINT (40.257361111111116 48.092083333333335)
223,POINT (40.257361111111116 48.09236111111111)
222,POINT (40.257361111111116 48.092638888888892)
223,POINT (40.257361111111116 48.092916666666667)
222,POINT (40.257361111111116 48.09319444444445)
222,POINT (40.257361111111116 48.093472222222225)
219,POINT (40.257361111111116 48.09375)
218,POINT (40.257361111111116 48.094027777777782)
219,POINT (40.257361111111116 48.094305555555557)
220,POINT (40.257361111111116 48.094583333333333)
215,POINT (40.257638888888891 48.082083333333337)
216,POINT (40.257638888888891 48.082361111111112)
218,POINT (40.257638888888891 48.082638888888894)
218,POINT (40.257638888888891 48.082916666666669)
217,POINT (40.257638888888891 48.083194444444445)
218,POINT (40.257638888888891 48.083472222222227)
218,POINT (40.257638888888891 48.08375)
220,POINT (40.257638888888891 48.084027777777777)
220,POINT (40.257638888888891 48.084305555555559)
219,POINT (40.257638888888891 48.084583333333335)
223,POINT (40.257638888888891 48.084861111111117)
224,POINT (40.257638888888891 48.085138888888892)
228,POINT (40.257638888888891 48.085416666666667)
228,POINT (40.257638888888891 48.085694444444449)
231,POINT (40.257638888888891 48.085972222222225)
232,POINT (40.257638888888891 48.08625)
230,POINT (40.257638888888891 48.086527777777782)
230,POINT (40.257638888888891 48.086805555555557)
233,POINT (40.257638888888891 48.087083333333332)
231,POINT (40.257638888888891 48.087361111111115)
232,POINT (40.257638888888891 48.08763888888889)
231,POINT (40.257638888888891 48.087916666666672)
229,POINT (40.257638888888891 48.088194444444447)
229,POINT (40.257638888888891 48.088472222222222)
228,POINT (40.257638888888891 48.088750000000005)
227,POINT (40.257638888888891 48.08902777777778)
229,POINT (40.257638888888891 48.089305555555555)
227,POINT (40.257638888888891 48.089583333333337)
227,POINT (40.257638888888891 48.089861111111112)
225,POINT (40.257638888888891 48.090138888888895)
225,POINT (40.257638888888891 48.09041666666667)
225,POINT (40.257638888888891 48.090694444444445)
222,POINT (40.257638888888891 48.090972222222227)
222,POINT (40.257638888888891 48.09125)
223,POINT (40.257638888888891 48.091527777777777)
223,POINT (40.257638888888891 48.09180555555556)
224,POINT (40.257638888888891 48.092083333333335)
222,POINT (40.257638888888891 48.09236111111111)
221,POINT (40.257638888888891 48.092638888888892)
223,POINT (40.257638888888891 48.092916666666667)
223,POINT (40.257638888888891 48.09319444444445)
222,POINT (40.257638888888891 48.093472222222225)
220,POINT (40.257638888888891 48.09375)
219,POINT (40.257638888888891 48.094027777777782)
219,POINT (40.257638888888891 48.094305555555557)
220,POINT (40.257638888888891 48.094583333333333)
216,POINT (40.257916666666667 48.082083333333337)
217,POINT (40.257916666666667 48.082361111111112)
218,POINT (40.257916666666667 48.082638888888894)
218,POINT (40.257916666666667 48.082916666666669)
218,POINT (40.257916666666667 48.083194444444445)
219,POINT (40.257916666666667 48.083472222222227)
219,POINT (40.257916666666667 48.08375)
220,POINT (40.257916666666667 48.084027777777777)
219,POINT (40.257916666666667 48.084305555555559)
220,POINT (40.257916666666667 48.084583333333335)
223,POINT (40.257916666666667 48.084861111111117)
226,POINT (40.257916666666667 48.085138888888892)
228,POINT (40.257916666666667 48.085416666666667)
228,POINT (40.257916666666667 48.085694444444449)
229,POINT (40.257916666666667 48.085972222222225)
229,POINT (40.257916666666667 48.08625)
228,POINT (40.257916666666667 48.086527777777782)
229,POINT (40.257916666666667 48.086805555555557)
232,POINT (40.257916666666667 48.087083333333332)
231,POINT (40.257916666666667 48.087361111111115)
233,POINT (40.257916666666667 48.08763888888889)
233,POINT (40.257916666666667 48.087916666666672)
231,POINT (40.257916666666667 48.088194444444447)
229,POINT (40.257916666666667 48.088472222222222)
228,POINT (40.257916666666667 48.088750000000005)
228,POINT (40.257916666666667 48.08902777777778)
227,POINT (40.257916666666667 48.089305555555555)
228,POINT (40.257916666666667 48.089583333333337)
228,POINT (40.257916666666667 48.089861111111112)
226,POINT (40.257916666666667 48.090138888888895)
226,POINT (40.257916666666667 48.09041666666667)
224,POINT (40.257916666666667 48.090694444444445)
222,POINT (40.257916666666667 48.090972222222227)
223,POINT (40.257916666666667 48.09125)
223,POINT (40.257916666666667 48.091527777777777)
223,POINT (40.257916666666667 48.09180555555556)
224,POINT (40.257916666666667 48.092083333333335)
222,POINT (40.257916666666667 48.09236111111111)
223,POINT (40.257916666666667 48.092638888888892)
223,POINT (40.257916666666667 48.092916666666667)
222,POINT (40.257916666666667 48.09319444444445)
221,POINT (40.257916666666667 48.093472222222225)
221,POINT (40.257916666666667 48.09375)
218,POINT (40.257916666666667 48.094027777777782)
218,POINT (40.257916666666667 48.094305555555557)
220,POINT (40.257916666666667 48.094583333333333)
217,POINT (40.258194444444449 48.082083333333337)
217,POINT (40.258194444444449 48.082361111111112)
217,POINT (40.258194444444449 48.082638888888894)
218,POINT (40.258194444444449 48.082916666666669)
217,POINT (40.258194444444449 48.083194444444445)
220,POINT (40.258194444444449 48.083472222222227)
220,POINT (40.258194444444449 48.08375)
221,POINT (40.258194444444449 48.084027777777777)
219,POINT (40.258194444444449 48.084305555555559)
219,POINT (40.258194444444449 48.084583333333335)
222,POINT (40.258194444444449 48.084861111111117)
225,POINT (40.258194444444449 48.085138888888892)
225,POINT (40.258194444444449 48.085416666666667)
228,POINT (40.258194444444449 48.085694444444449)
228,POINT (40.258194444444449 48.085972222222225)
228,POINT (40.258194444444449 48.08625)
228,POINT (40.258194444444449 48.086527777777782)
230,POINT (40.258194444444449 48.086805555555557)
231,POINT (40.258194444444449 48.087083333333332)
231,POINT (40.258194444444449 48.087361111111115)
233,POINT (40.258194444444449 48.08763888888889)
232,POINT (40.258194444444449 48.087916666666672)
233,POINT (40.258194444444449 48.088194444444447)
231,POINT (40.258194444444449 48.088472222222222)
231,POINT (40.258194444444449 48.088750000000005)
229,POINT (40.258194444444449 48.08902777777778)
229,POINT (40.258194444444449 48.089305555555555)
228,POINT (40.258194444444449 48.089583333333337)
228,POINT (40.258194444444449 48.089861111111112)
226,POINT (40.258194444444449 48.090138888888895)
224,POINT (40.258194444444449 48.09041666666667)
225,POINT (40.258194444444449 48.090694444444445)
224,POINT (40.258194444444449 48.090972222222227)
224,POINT (40.258194444444449 48.09125)
224,POINT (40.258194444444449 48.091527777777777)
223,POINT (40.258194444444449 48.09180555555556)
223,POINT (40.258194444444449 48.092083333333335)
223,POINT (40.258194444444449 48.09236111111111)
221,POINT (40.258194444444449 48.092638888888892)
224,POINT (40.258194444444449 48.092916666666667)
221,POINT (40.258194444444449 48.09319444444445)
220,POINT (40.258194444444449 48.093472222222225)
220,POINT (40.258194444444449 48.09375)
219,POINT (40.258194444444449 48.094027777777782)
218,POINT (40.258194444444449 48.094305555555557)
219,POINT (40.258194444444449 48.094583333333333)
217,POINT (40.258472222222224 48.082083333333337)
217,POINT (40.258472222222224 48.082361111111112)
217,POINT (40.258472222222224 48.082638888888894)
219,POINT (40.258472222222224 48.082916666666669)
219,POINT (40.258472222222224 48.083194444444445)
220,POINT (40.258472222222224 48.083472222222227)
221,POINT (40.258472222222224 48.08375)
221,POINT (40.258472222222224 48.084027777777777)
220,POINT (40.258472222222224 48.084305555555559)
220,POINT (40.258472222222224 48.084583333333335)
222,POINT (40.258472222222224 48.084861111111117)
225,POINT (40.258472222222224 48.085138888888892)
226,POINT (40.258472222222224 48.085416666666667)
227,POINT (40.258472222222224 48.085694444444449)
227,POINT (40.258472222222224 48.085972222222225)
228,POINT (40.258472222222224 48.08625)
228,POINT (40.258472222222224 48.086527777777782)
231,POINT (40.258472222222224 48.086805555555557)
233,POINT (40.258472222222224 48.087083333333332)
232,POINT (40.258472222222224 48.087361111111115)
231,POINT (40.258472222222224 48.08763888888889)
232,POINT (40.258472222222224 48.087916666666672)
234,POINT (40.258472222222224 48.088194444444447)
234,POINT (40.258472222222224 48.088472222222222)
231,POINT (40.258472222222224 48.088750000000005)
230,POINT (40.258472222222224 48.08902777777778)
229,POINT (40.258472222222224 48.089305555555555)
228,POINT (40.258472222222224 48.089583333333337)
226,POINT (40.258472222222224 48.089861111111112)
225,POINT (40.258472222222224 48.090138888888895)
225,POINT (40.258472222222224 48.09041666666667)
226,POINT (40.258472222222224 48.090694444444445)
224,POINT (40.258472222222224 48.090972222222227)
223,POINT (40.258472222222224 48.09125)
224,POINT (40.258472222222224 48.091527777777777)
224,POINT (40.258472222222224 48.09180555555556)
223,POINT (40.258472222222224 48.092083333333335)
224,POINT (40.258472222222224 48.09236111111111)
223,POINT (40.258472222222224 48.092638888888892)
224,POINT (40.258472222222224 48.092916666666667)
223,POINT (40.258472222222224 48.09319444444445)
221,POINT (40.258472222222224 48.093472222222225)
221,POINT (40.258472222222224 48.09375)
221,POINT (40.258472222222224 48.094027777777782)
219,POINT (40.258472222222224 48.094305555555557)
218,POINT (40.258472222222224 48.094583333333333)
217,POINT (40.25875 48.082083333333337)
218,POINT (40.25875 48.082361111111112)
219,POINT (40.25875 48.082638888888894)
221,POINT (40.25875 48.082916666666669)
220,POINT (40.25875 48.083194444444445)
221,POINT (40.25875 48.083472222222227)
221,POINT (40.25875 48.08375)
223,POINT (40.25875 48.084027777777777)
223,POINT (40.25875 48.084305555555559)
221,POINT (40.25875 48.084583333333335)
221,POINT (40.25875 48.084861111111117)
225,POINT (40.25875 48.085138888888892)
227,POINT (40.25875 48.085416666666667)
228,POINT (40.25875 48.085694444444449)
228,POINT (40.25875 48.085972222222225)
229,POINT (40.25875 48.08625)
228,POINT (40.25875 48.086527777777782)
230,POINT (40.25875 48.086805555555557)
232,POINT (40.25875 48.087083333333332)
230,POINT (40.25875 48.087361111111115)
229,POINT (40.25875 48.08763888888889)
230,POINT (40.25875 48.087916666666672)
231,POINT (40.25875 48.088194444444447)
232,POINT (40.25875 48.088472222222222)
229,POINT (40.25875 48.088750000000005)
229,POINT (40.25875 48.08902777777778)
229,POINT (40.25875 48.089305555555555)
226,POINT (40.25875 48.089583333333337)
227,POINT (40.25875 48.089861111111112)
227,POINT (40.25875 48.090138888888895)
225,POINT (40.25875 48.09041666666667)
224,POINT (40.25875 48.090694444444445)
222,POINT (40.25875 48.090972222222227)
223,POINT (40.25875 48.09125)
224,POINT (40.25875 48.091527777777777)
224,POINT (40.25875 48.09180555555556)
224,POINT (40.25875 48.092083333333335)
224,POINT (40.25875 48.09236111111111)
225,POINT (40.25875 48.092638888888892)
224,POINT (40.25875 48.092916666666667)
222,POINT (40.25875 48.09319444444445)
221,POINT (40.25875 48.093472222222225)
219,POINT (40.25875 48.09375)
221,POINT (40.25875 48.094027777777782)
219,POINT (40.25875 48.094305555555557)
218,POINT (40.25875 48.094583333333333)
